Type,Identification,Field,Locale,Market,Status,Default content,Translated content
Product,deep-frying-basket-bf-16e-101533,body_html,en,,,"Ersättningskorg för bakverksfritös BF 16E – 8,9 liters volym, 475 x 235 mm, förkromat stål. En andra korg som kan användas omväxlande eliminerar väntetider vid fritering. För bagerier och konditorier som vill utnyttja sin fritös till fullo.","Replacement basket for BF 16E bakery deep fat fryer – 8.9 litre content, 475 x 235 mm, chrome-plated steel. A second basket for alternating use eliminates waiting times during frying. For bakeries and patisseries wishing to maximise their deep fat fryer’s throughput."
Product,pastries-deep-fat-fryer-bf-30e-ou-101535,title,en,,,Bakverksfritös BF 30E OU,Pastries deep fat fryer BF 30E OU
Product,pastries-deep-fat-fryer-bf-30e-ou-101535,body_html,en,,,"Stående fritös för bakverk BF 30E OU, 30 liter, 15 kW, öppen underdel, uttagbart värmeelement. Höjdjusterbar upp till 1040 mm, kallzon, fettavtappningskran. Inklusive korg, lock, sil och två fettuppsamlingsbehållare. För bagerier som integrerar fritösen som en fullvärdig fristående enhet i sina kökslinjer.","BF 30E OU countertop bakery deep fryer, 30 litres, 15 kW, open base, removable heating element. Height-adjustable up to 1040 mm, cold zone, oil drain tap. Includes basket, lid, strainer and two oil collection containers. For bakeries that integrate the deep fryer as a fully-fledged freestanding unit into their kitchen setups."
Product,hi-light-lift-salamander-600-2z-101546,title,en,,,Hi-Light-Lift-salamander 600-2Z,Hi-Light-Lift-Salamander 600-2Z
Product,hi-light-lift-salamander-600-2z-101546,body_html,en,,,"Hi-Light-Lift-Salamander 600 mm med två värmezoner, 4,5 kW, elektronisk energireglering, väggmontering. 572 mm bred grillrist, rist och konsol ingår. Solid proffslösning för restauranger som dagligen vill grilla och hålla maten varm.","Hi-Light-Lift Salamander 600 mm with two heating zones, 4.5 kW, electronic power control, wall-mounted. 572 mm wide grill grate, grate and bracket included. Robust professional solution for restaurants that need to grill and keep food warm on a daily basis."
Product,hi-light-lift-salamander-premium-101547,title,en,,,"Hi-Light-Lift-salamander ""Premium""","Hi-Light-Lift-Salamander ""Premium"""
Product,hi-light-lift-salamander-premium-101547,body_html,en,,,"Infraröd salamander med tre separat reglerbara värmezoner, HI-TOUCH-styrning och tre programmerbara inställningar. Varmhållningsfunktion och automatisk inkopplingsfunktion sparar tid vid servering. Väggmontering, galler och konsol ingår. För restauranger med hög genomströmning och krav på exakt grillning.","Infrared salamander with three heating zones that can be controlled separately, a HI-TOUCH control unit and three programmable settings. The Warm-keeping function and Automatic activation function save time during service. Wall mounting, grate and bracket are included. For restaurants with high throughput and a need for precise grilling."
Product,hi-light-salamander-600-2z-101548,title,en,,,Hi-Light-salamander 600-2Z,Hi-Light-Salamander 600-2Z
Product,hi-light-salamander-600-2z-101548,body_html,en,,,"Hi-Light-salamander 600 mm med två värmezoner, 4,5 kW, höjdjusterbart värmeelement i två lägen (125/175 mm). Uttagbart handtag, elektronisk Energireglering, varmhållningsfunktion, väggkonsol inklusive. För restauranger med varierande behov av grillning och varmhållning.","Hi-Light Salamander 600 mm with two heating zones, 4.5 kW, height-adjustable heating element in two positions (125/175 mm). Pull-out handle, electronic energy regulation, Warm-keeping function, wall bracket including. For restaurants with variable top-grill and warm-keeping requirements."
Product,hi-light-lift-salamander-400-2z-101552,title,en,,,Hi-Light-Lift-salamander 400-2Z,Hi-Light-Lift-Salamander 400-2Z
Product,hi-light-lift-salamander-400-2z-101552,body_html,en,,,"Hi-Light-Lift-salamander 400 mm med två värmezoner, 3 kW, elektronisk energireglering, anslutningsklar. Väggmontering, galler och konsol ingår. Kompakt övergrill för restauranger med begränsat utrymme som behöver två separat reglerbara zoner för övergrillning och varmhållning.","Hi-Light-Lift Salamander 400 mm with two heating zones, 3 kW, electronic power control, ready to plug in. Wall-mounted, including grate and bracket. Compact over-grill unit for restaurants with limited space that require two separately controllable zones for grilling and keeping food warm."
Product,hi-light-lift-salamander-700-2z-101554,title,en,,,Hi-Light-Lift-salamander 700-2Z,Hi-Light-Lift-Salamander 700-2Z
Product,hi-light-lift-salamander-700-2z-101554,body_html,en,,,"Stor Hi-Light-Lift-salamander 700 mm med fyra värmeelement, 5,3 kW, två värmezoner, elektronisk energireglering. Väggmontering, 737 mm bred grillrost, rost och konsol ingår. För restauranger med stort behov av övergrillning och breda plattor.","Large Hi-Light-Lift Salamander 700 mm with four heating elements, 5.3 kW, two heating zones, electronic power control. Wall-mounted, 737 mm wide grill grate, grate and bracket included. For restaurants with high grilling requirements and wide worktops."
Product,pastries-deep-fat-fryer-bf-30e-101560,title,en,,,Bakverksfritös BF 30E,Pastries deep fat fryer BF 30E
Product,pastries-deep-fat-fryer-bf-30e-101560,body_html,en,,,"30 liters badinnehåll, uttagbara värmeelement och en säker fettavloppsränna – denna elektriska fritös för bakverk är dimensionerad för permanent drift. Den stora kallzonen skyddar oljan märkbart. Med säkerhetstermostat och temperaturreglering upp till 190 °C. För bagerier och konditorier med hög daglig volym.","30-litre beaker capacity, removable heating elements and a secure Grease release tap – this electric deep fat fryer for baked goods is designed for continuous operation. The large Cold zone significantly protects the oil. With a Safety thermostat and Temperature control up to 190 °C. For bakeries and patisseries with high daily volumes."
Product,deep-frying-basket-bf-30e-101563,title,en,,,Fritöskorg BF 30E,Deep frying basket BF 30E
Product,deep-frying-basket-bf-30e-101563,body_html,en,,,"Ersättningskorg för bakverksfritös BF 30E – 19,2 liters volym, 570 x 440 mm, förkromat stål. En andra korg som kan bytas ut håller friteringsflödet igång. För bagerier och konditorier med hög volym som vill eliminera väntetiderna mellan friteringsomgångarna.","Replacement basket for BF 30E bakery fryer – 19.2-litre capacity, 570 x 440 mm, chrome-plated steel. A second basket used in rotation maintains a continuous frying flow. For high-volume bakeries and patisseries that wish to eliminate waiting times between frying cycles."
Product,basket-shelf-bf-30e-101565,title,en,,,Korghylla BF 30E,Basket shelf BF 30E
Product,basket-shelf-bf-30e-101565,body_html,en,,,Korghylla på båda sidor för bakverksfritösen BF 30E – av CNS 18/10. Skapar förvaringsutrymme direkt intill fritösen för avrunna varor utan extra golvyta. För bagerier och konditorier med hög friteringsvolym.,Double-sided basket rack for the BF 30E bakery deep fryer – made from 18/10 stainless steel. Provides storage space for drained goods directly next to the deep fryer without requiring additional floor space. For bakeries and patisseries with high frying volumes.
Product,basket-shelf-bf-16e-101566,title,en,,,Korghylla BF 16E,Basket shelf BF 16E
Product,basket-shelf-bf-16e-101566,body_html,en,,,,"Storage surface that can be mounted individually, matches the bakery deep-fat fryer BF 16E."
Product,basket-shelf-bf-35e-101607,title,en,,,Korghylla BF 35E,Basket shelf BF 35E
Product,basket-shelf-bf-35e-101607,body_html,en,,,Korghylla för båda sidorna för bakverksfritösen BF 35E – av CNS 18/10. Skapar utrymme bredvid fritösen för avrunna varor utan att ta upp extra yta. För bagerier och konditorier med hög friteringsvolym.,Double-sided basket rack for the BF 35E deep fat fryer – made from CNS 18/10 stainless steel. Creates space next to the deep fat fryer for drained goods without taking up additional floor space. For bakeries and patisseries with high frying volumes.
Product,dough-kneading-machine-pro-25-32-frfk-101833,title,en,,,Degknådare Pro 25/32 FRFK,Dough kneading machine Pro 25/32 FRFK
Product,dough-kneading-machine-pro-25-32-frfk-101833,body_html,en,,,Den robusta Degknådaren imponerar med en produktionskapacitet på upp till 25 kg deg och två justerbara hastighetsnivåer - perfekt för krävande användning. Tack vare den fast monterade blandningsskålen och den robusta integrerade degkroken garanterar den konsekventa resultat varje gång den används.,"The robust dough kneading machine impresses with a production capacity of up to 25 kg of dough and two adjustable speed levels - ideal for demanding applications. Thanks to the firmly mounted mixing bowl and the sturdily integrated dough hook, it guarantees consistent results every time it is used."
Product,dough-kneading-machine-pro-36-41-frfk-101834,title,en,,,Degknådare Pro 36/41 FRFK,Dough kneading machine Pro 36/41 FRFK
Product,dough-kneading-machine-pro-36-41-frfk-101834,body_html,en,,,Med en degproduktionskapacitet på upp till 36 kg är denna kraftfulla Degknådare den perfekta lösningen för större produktionskvantiteter. Utrustad med två justerbara hastighetsnivåer ger den maximal effektivitet och jämn knådningskvalitet. Den solida konstruktionen säkerställer tillförlitlig permanent drift även under hög belastning - perfekt för professionell användning.,"With a dough production volume of up to 36 kg, this powerful dough kneading machine is the ideal solution for larger production volumes. Equipped with two adjustable speed levels, it offers maximum efficiency and consistent kneading quality. The solid construction ensures reliable Continuous operation even under high loads - perfect for professional use."
Product,dough-kneading-machine-pro-25-32-arsk-101835,title,en,,,Degknådare Pro 25/32 ARSK,Dough kneading machine Pro 25/32 ARSK
Product,dough-kneading-machine-pro-25-32-arsk-101835,body_html,en,,,Denna kraftfulla Degknådare bearbetar utan ansträngning upp till 25 kg deg och är utformad för professionell användning. Det praktiska svängbara huvudet gör det enkelt att ta bort degen och underlättar rengöringen. Den löstagbara blandningsskålen gör arbetsflödet ännu effektivare och mer hygieniskt.,This powerful dough kneading machine effortlessly processes up to 25 kg of dough and is designed for professional use. The practical swivelling head makes it easy to remove the dough and facilitates cleaning. The removable mixing bowl makes the workflow even more efficient and hygienic.
Product,dough-kneading-machine-pro-36-41-arsk-101836,title,en,,,Degknådare Pro 36/41 ARSK,Dough kneading machine Pro 36/41 ARSK
Product,dough-kneading-machine-pro-36-41-arsk-101836,body_html,en,,,"Den kraftfulla Degknådaren med en degproduktionskapacitet på upp till 36 kg är idealisk för större krav i en professionell miljö. Med ett svängbart huvud, avtagbar blandningsskål och två hastighetsinställningar kombinerar den maximal användarvänlighet med hög effektivitet.","The powerful dough kneading machine with a dough production capacity of up to 36 kg is ideal for larger requirements in a professional environment. With a swivelling head, removable mixing bowl and two speed settings, it combines maximum ease of use with high efficiency."
Product,wheel-set-pro-tkm-101837,title,en,,,Hjul-set Pro TKM,Wheel set Pro TKM
Product,wheel-set-pro-tkm-101837,body_html,en,,,Hjul-setet gör det enkelt att flytta Degknådare från Pro-serien. Tack vare de två låsbara länkhjulen står maskinen säkert och stadigt även under drift.,"The Swivel casters set makes it easy to move the Dough kneading machines from the Pro Series. Thanks to the two locking castors, the machine stands securely and firmly even during operation."
Product,dough-kneading-machine-easy-12-20-arsk-101840,title,en,,,Degknådare Easy 12/20 ARSK,Dough kneading machine Easy 12/20 ARSK
Product,dough-kneading-machine-easy-12-20-arsk-101840,body_html,en,,,Med sin sofistikerade design formar Degknådaren upp till 12 kg deg. Det svängbara huvudet och den avtagbara Degskålen gör det enkelt att ta ut deg och underlättar rengöring - för smidiga processer i alla kök. Oavsett om den styrs manuellt eller med timer: den här maskinen anpassar sig till vardagslivets tempo och levererar alltid jämn kvalitet.,"With its well thought-out design, the Dough kneading machine moulds up to 12 kg of dough. The swivelling head and removable mixing bowl make it easy to remove dough and facilitate cleaning - for smooth processes in every kitchen. Whether controlled manually or by Timer: this machine adapts to the pace of everyday life and always delivers consistent quality."
Product,dough-kneading-machine-easy-18-30-arsk-101841,title,en,,,Degknådare Easy 18/30 ARSK,Dough kneading machine Easy 18/30 ARSK
